accession,ler_number,docket,report_date,chars,title
ML21159A106,461-2020-003-00,05000461,2021-02-22,13515,"LER 2020-003-00 for Clinton Power Station, Unit 1, Reactor Core Isolation Cooling System Card Fuse Failure Results in a Condition Prohibited by Technical Specifications and That Could Have Prevented Fulfillment of a Safetv Function Needed to Control....."
ML21053A128,382-2021-001-00,05000382,2021-02-22,15149,"LER 2021-001-00 for Waterford Steam Electric Station, Unit 3, Control Room Air Filtration Equipment Failure Resulting in a Condition Prohibited by Technical Specification 3.7.6.1"
ML21049A109,483-2020-08-00,05000483,2021-02-18,15197,"LER 2020-08-00 for Callaway Plant Unit 1, Reactor Trip due to Main Generator Electrical Fault"
ML21049A048,374-2021-001-00,05000374,2021-02-18,14496,"LER 2021-001-00 for LaSalle County Station, Unit 2, High Pressure Core Spray Inoperable due to Water Leg Pump Breaker Cubicle Motor Contactor"
ML21074A307,400-2021-002-01,05000400,2021-03-15,16416,"LER 2021-002-01 for Shearon Harris Nuclear Power Plant, Unit 1 re All ECCS Accumulator Isolation Valves Closed in Mode 3 With RCS Pressure Greater Than 1000 psig"
ML21047A011,400-2021-001-00,05000400,2021-02-16,13067,"LER 2021-001-00 for Shearon Harris Nuclear Power Plant, Unit 1, Automatic Reactor Trip due to Faults on Non-Segregated Bus from Unit Auxiliary Transformer 1B"
ML21231A139,416-2020-006-02,05000416,2021-08-19,12998,"LER 2020-006-02 for Grand Gulf Nuclear Station, Unit 1, Primary Water Tank Low Level Causing Turbine Trip and Subsequent Reactor Scram"
ML21039A557,368-2020-001-00,05000368,2021-02-08,16570,"LER 2020-001-00 for Arkansas Nuclear One, Unit 2, Loss of Feedwater Control System Power for Train 'A' Feedwater that Resulted in Plant Trip"
ML21092A022,259-2020-003-01,05000259,2021-04-02,28511,"LER 2020-003-01 for Browns Ferry Nuclear Plant, Unit 1 Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML21027A171,317-2020-001-00,05000317,2021-01-27,19548,"LER 2020-001-00 for Calvert Cliffs Nuclear Power Plant, Unit 1 Regarding Undervoltage Condition on 4.16kV Electrical Bus 11 Resulted in Actuation of Emergency Diesel Generator 1 A"
ML20345A083,321-2020-001-00,05000321,2020-12-10,10093,"LER 2020-001-00 for Edwin I. Hatch Nuclear Plant Unit 1, 1A EDG Inoperable Due to Water in the Day Tank"
ML21021A366,324-2020-005-00,05000324,2021-01-21,12798,"LER 2020-005-00 for Brunswick Steam Electric Plant (BSEP), Unit 1 re Condition Prohibited by Technical Specifications due to Ventilation Charcoal Sample Lab Results."
ML21015A017,352-2020-002-00,05000352,2021-01-15,1748,"LER 2020-002-00 for Limerick Generating Station, Unit 1, re RCIC were not Un-Isolated during Startup Resulting in Technical Specification Violations"
ML21063A252,461-2020-002-00,05000461,2021-01-15,12404,"LER 2020-002-00 for Clinton Power Station, Unit 1, Simultaneous lnoperability of Main Control Room Ventilation Subsystems A and B"
ML21078A049,352-2020-001-01,05000352,2021-03-19,3476,"LER 2020-001-01 for Limerick Generating Station, Unit 1, Valid Automatic Actuation of the Reactor Protection System with the Reactor Critical Due to Closure of One Main Steam Isolation Valve"
ML21008A571,425-2020-001-00,05000425,2021-01-08,8914,"LER 2020-001-00 for Vogtle Electric Generating Plant Unit 2, Transformer failure leads to main generator trip and subsequent reactor trip"
ML21007A022,391-2020-004-00,05000391,2021-01-07,18632,"LER 2020-004-00 for Watts Bar Nuclear Plant, Unit 2, Steam Generators Degraded Due to Axial Outside Diameter Stress Corrosion Cracking"
ML21231A138,416-2020-005-02,05000416,2021-08-19,13776,"LER 2020-005-02 for Grand Gulf Nuclear Station, Unit 1, Primarv Water Svstem Flow Lowered Causinc Turbine Trio and Subseauent Reactor Scram"
ML21022A042,298-2020-004-00,05000298,2020-12-30,18766,"LER 2020-004-00 for Cooper Nuclear Station, Secondary Containment Differential Pressure Perturbation Could Have Prevented Fulfillment of a Safety Function"
ML20352A005,391-2020-002-00,05000391,2020-12-17,19266,"LER 2020-002-00 for Watts Bar Nuclear Plant, Unit 2 re Two Pressurizer Safety Valves Outside of Technical Specification Limits Due to Set Point Drift"
ML21014A446,298-2020-003-00,05000298,2020-12-28,14815,"LER 2020-003-00 for Cooper Nuclear Station, Manual Reactor Scram due to Digital Electro-Hydraulic Fluid Leak"
ML20357B113,277-2020-002-00,05000277,2020-12-22,18163,"LER 2020-002-00 for Peach Bottom Atomic Power Station, Unit 2, Degraded Condition due to RPV Instrument Nozzle Leakage"
ML21043A098,259-2020-002-01,05000259,2021-02-12,22176,"LER 2020-002-01 for Browns Ferry Nuclear Plant, Units 1, 2, and 3,   Standby Gas Treatment System Train B Inoperable Longer Than Allowed by Technical Specifications"
ML20353A109,315-2020-001-00,05000315,2020-12-09,15154,"LER 2020-001-00 for Donald C. Cook Nuclear Plant, Unit 1, Containment Closure Requirements Not Met During Refueling Operations"
ML21063A250,316-2020-004-01,05000316,2021-02-25,16798,LER 2020-004-01 for Donald C. Cook Nuclear Plant Unit 2 Regarding Unit 2 Automatic Reactor Trip on Low-Low #24 Steam Generator Water Level
ML21041A178,445-2020-001-00,05000445,2021-02-10,16473,"LER 2020-001-00 for Comanche Peak Nuclear Power Plant, Main Feedwater Pump Failure To Trip"
ML21084A234,364-2020-001-01,05000364,2021-03-25,9489,"LER 2020-001-01 for Joseph M. Farley Nuclear Plant, Unit 2, Main Steam Safety Valve Lift Pressure Outside of Technical Specifications Limits due to Setpoint Drift"
ML20330A283,266-2020-001-00,05000266,2020-11-25,9240,"LER 2020-001-00 for Point Beach Nuclear Plant, Unit 1 Reactor Coolant System Pressure Boundary Leak on Steam Generator Bowl Drain Line Results in operation prohibited by Technical Specifications"
ML20330A155,456-2020-001-00,05000456,2020-11-25,13085,"LER 2020-001-00 for Braidwood Station, Unit 1, Train A Auxiliary Feedwater Pump was Inoperable Due to a Failed Suction Pressure Lead/Lag Card"
ML20324A632,423-2020-005-00,05000423,2020-11-19,16056,"LER 2020-005-00 for Millstone Power Station Unit 3, LOSS OF SAFETY FUNCTION - Secondary Containment"
ML20330A317,424-2020-002-00,05000424,2020-11-25,11403,"LER 2020-002-00 for Vogtle Electric Generating Plant, Unit 1 re Oil Leak causes Ultimate Heat Sink to be inoperable longer than allowed by Technical Specifications"
ML20330A267,483-2020-006-00,05000483,2020-11-25,12059,"LER 2020-006-00 for Callaway Plant, Unit 1, Reactor Trip Due to Main Generator Ground Fault."
ML20322A166,483-2020-005-00,05000483,2020-11-17,20380,"LER 2020-005-00 for Callaway Plant, Unit 1, Inoperable Isolation Valve between Safety-Related Essential Service Water and Nonsafety-Related Service Water"
ML20325A147,334-2020-001-00,05000334,2020-11-13,19933,"LER 2020-001-00 for Beaver Valley Power Station, Unit 1, Intake Structure Interconnecting flood Door Found Open Resulting in a Loss of Train Separation for the Reactor Plant River Water System"
ML20315A447,254-2020-002-00,05000254,2020-11-10,15544,"LER 2020-002-00 for Quad Cities Nuclear Power Station, Unit 1, Main Steam Line Drain Valve Declared Inoperable Due to Improper Torque Switch Setting"
ML20314A143,255-2020-002-00,05000255,2020-11-05,8527,"LER 2020-002-00 for Palisades Nuclear Plant, Indications Identified in Reactor Pressure Vessel Head Nozzle Penetrations"
ML20310A328,483-2020-004-00,05000483,2020-11-05,18574,"LER 2020-004-00 for Callaway Plant, Unit 1, Violation of Technical Specification 3.8.1, ""AC Sources-Operating"""
ML20310A151,413--2020-003-00,05000413,2020-11-05,20981,"LER-2020-003-00 for Catawba Nuclear Station, Unit 1, Valid Actuation of the Unit 1 Reactor Protection System and Auxiliary Feedwater System"
ML20311A129,316-2020-003-00,05000316,2020-11-02,15386,"LER 2020-003-00 for Donald C. Cook Nuclear Plant Unit 2, Manual Reactor Trip and Automatic Safety Injection Due to Failed Open Pressurizer Spray Valve"
ML20302A456,458-2020-004-00,05000458,2020-10-29,11068,"LER 2020-004-00 for River Bend Station, Unit 1, Inadvertent Initiation and Injection of High Pressure Core Spray (HPCS)"
ML20293A439,282-2020-001-00,05000282,2020-10-19,11211,"LER 2020-001-00 for Prairie Island Nuclear Generating Plant (PINGP) Unit 1, Reactor Trip Caused by Spurious Neutron Flux Signal During Reactor Protection System Testing"
ML20297A536,382-2020-002-00,05000382,2020-10-23,15178,"LER 2020-002-00 for Waterford Steam Electric Station, Unit 3 (Waterford 3), Operation or Condition Prohibited by Technical Specifications for Technical Specification 3.4.5.1 (Reactor Coolant System Leakage Detection Instrumentation) due to Personnel....."
ML21231A137,416-2020-004-01,05000416,2021-08-19,12875,"LER 2020-004-01 for Grand Gulf Nuclear Station, Unit 1, Automatic Reactor Scram Due to Reactor Feed Pump Trip"
ML21131A168,440-2020-002-01,05000440,2021-05-11,14073,"LER 2020-002-01 for Perry Nuclear Power Plant, Standby Liquid Control System Rendered Inoperable due to Valve Misposition"
ML20293A475,458-2020-002-00,05000458,2020-10-19,8376,"LER 2020-02-00 for River Bend Station, Unit 1, Manual Reactor Scram Due to Reactor Recirculation Pump Trip"
ML20281A330,250-2020-004-00,05000250,2020-10-07,11375,LER 2020-004-00 for Turkey Point Unit 3 re Manual Reactor Trip in Response to Automatic Trip of the 3B Steam Generator Feedwater Pump
ML20274A206,250-2020-003-00,05000250,2020-09-29,7623,"LER 2020-003-00 for Turkey Point, Unit 3, Automatic Reactor Trip due to High Source Range Flux during Reactor Startup"
ML21064A218,250-2020-005-01,05000250,2021-03-05,14894,"LER 2020-005-01 for Turkey Point, Unit 3, Technical Specification Action Not Taken for Unrecognized Inoperable Source Range Channel (Rev 1)"
ML21064A212,250-2020-002-01,05000250,2021-03-05,12817,"LER 2020-002-01 for Turkey Point, Unit 3, Manual Reactor Trip in Response to High Steam Generator Level following Inadve1ient Opening of Feedwater Heater Bypass Valve (Rev 1)"
ML20286A166,400-2020-002-00,05000400,2020-10-12,16870,"LER 2020-002-00 for Shearon Harris Nuclear Power Plant, Unit 1 re Manual Reactor Trip Due to Control Rod Drop During Surveillance Testing"
ML20274A324,325-2020-004-00,05000325,2020-09-29,14030,"LER 2020-004-00 for Brunswick Steam Electric Plant (BSEP), Unit 1, Setpoint Drift in Main Steam Line Safety Relief Valves Results in Three Valves Inoperable"
ML20283A373,331-2020-001-01,05000331,2020-09-30,15799,"LER 2020-001-01 for Duane Arnold Energy Center, Notice of Unusual Event and Unit Trip Due to Loss of Offsite Power Due to High Winds"
ML21182A044,388-2020-002-01,05000388,2021-07-01,14877,"LER 2020-002-01 for Susquehanna, Condition Prohibited by Technical Specifications Due to Drift of Reactor Pressure Switch Caused by Lack of Requirements for Acclimation of the Instrument to the Operating Environment"
ML21231A136,416-2020-003-01,05000416,2021-08-19,14426,"LER 2020-003-01 for Grand Gulf Nuclear Station, Unit 1 Manual Reactor Scram Due to Turbine High Pressure Control Valve Malfunction and Automatic Reactor Water Level Scram"
ML20304A209,298-2020-002-00,05000298,2020-10-15,18486,"LER 2020-002-00 for Cooper Nuclear Station, Secondary Containment Differential Pressure Perturbation Results in Potential Loss of Safety Function"
ML21027A120,281-2020-001-00,05000281,2020-10-01,18688,"LER 2020-001-00 for Surry Power Station Unit 2, Loss of Containment Cooling Affecting Partial Pressure Indication"
ML20265A162,325-2020-003-00,05000325,2020-09-21,12221,"LER 2020-003-00 for Brunswick Steam Electric Plant, Unit No. 1, Automatic Specified System Actuations due to Loss of Offsite Power"
ML20269A166,255-2020-001-00,05000255,2020-09-25,11636,LER 2020-001-00 for the Palisades Nuclear Plant re Service Water System Inoperable for Longer than Allowed by Technical Specifications
ML20262G938,328-2020-001-00,05000328,2020-09-16,20834,"LER 2020-001-00 for Sequoyah Nuclear Plant Unit 2, Ice Bed Inoperable Due to Exceeding Maximum Allowed Ice Bed Temperature"
ML20261H588,265-2020-003-00,05000265,2020-09-17,15579,"LER 2020-003-00 for Quad Cities Nuclear Power Station, Unit 2, Oscillation Power Range Monitors (OPRMs) Count Setpoint Discrepancy Due to Inadequate Instructions"
ML20322A440,259-2020-001-01,05000259,2020-11-17,24198,"LER 2020-001-01 for Browns Ferry Nuclear Plant, Units 1 and 2, Manual Reactor Shutdown of Two Units on Decreasing Condenser Vacuum due to Eel Grass Intrusion"
ML20259A183,323-2020-002-00,05000323,2020-09-15,11785,"LER 2020-002-00 for Diablo Canyon Power Plant, Unit 2, Manual Reactor Trip Due to Increased Main Generator Hydrogen Usage"
ML20254A015,390-2020-003-00,05000390,2020-09-10,18897,"LER 2020-003-00 for Watts Bar, Unit 1, Control Room Emergency Ventilation System Inoperable due to Main Control Room Door Being Left Open"
ML20242A001,251-2020-001-00,05000251,2020-08-28,8548,"LER 2020-001-00 for Turkey Point, Unit 4, Automatic Reactor Trip caused by Main Generator Lockout due to Exciter Fault"
ML20240A330,443-2020-002-00,05000443,2020-08-27,8608,"LER 2020-002-00 for Seabrook Station, Unit 1, Remote Shutdown System Indicator Exceeded Allowable Value for Time Longer than  Permitted by the Technical Specifications."
ML20244A273,260-2020-001-00,05000260,2020-08-31,29892,"LER 2020-001-00 For Browns Ferry Nuclear Plant, Unit 2, Core Spray System Inoperable for Longer than Permitted by Technical Specifications"
ML20244A365,341-2020-002-00,05000341,2020-08-31,20496,"LER 2020-002-00 for Fermi 2, Valid Actuation of Emergency Diesel Generators During Partial Loss of Offsite Power."
ML21041A348,387-2020-002-01,05000387,2021-02-10,12213,"LER 2020-002-01 for Susquehanna Steam Electric Station Unit 1, Inoperability of Unit 1 ""B"" Residual Heat Removal Service Water Pump Due to the Circuit Breaker Spring Charging Motor Contact Actuator Being Out of Adjustment"
ML20304A152,369-2020-001-00,05000369,2020-08-27,17147,"LER 2020-001-00 for McGuire, Unit 1, Condition prohibited by Technical Specification 3.4.15, Reactor Coolant System (RCS) Leakage Detection Instrumentation"
ML20240A232,482-2020-002-00,05000482,2020-08-27,15190,LER 2020-002-00 for Wolf Creek Nuclear Station re Faulted Supply Fan Motor Causes Diesel Generator Inoperability Longer than Technical Specification Completion Time
ML20300A577,458-2020-003-00,05000458,2020-10-26,9517,"LER 2020-003-00 for River Bend Station, Unit 1, Weep Holes Discovered in G-Tunnel Wall Result in Inoperable Safety Related Equipment"
ML20209A542,443-2020-001-00,05000443,2020-07-27,12979,"LER 2020-001-00 for Seabrook Station, Manual Reactor Trips due to Control Rod Bank Unexpectedly Inserting"
ML21231A135,416-2020-002-02,05000416,2021-08-19,13001,"LER 2020-002-02 for Grand Gulf Nuclear Station, Unit 1, Reactor Scram Due to Main Turbine Trip"
ML20196L832,390-2020-002-00,05000390,2020-07-14,17810,"LER 2020-002-00 for Watts Bar Nuclear Plant, Units 1 and 2, Automatic Start of the Emergency Diesel Generators due to an Equipment Failure During Transfer of Power Source for the 1B-B Shutdown Board"
ML20197A177,391-2020-001-00,05000391,2020-07-15,18208,"LER 2020-001-00 for Watts Bar Nuclear Plant, Unit 2, Control Room Emergency Ventilation System Inoperable due to Main Control Room Door Being Left Open"
ML20183A159,327-2020-002-00,05000327,2020-07-01,22088,"LER 2020-002-00 for Sequoyah Nuclear Plant, Unit 1, Safety Injection Signal with Reactor Trip Caused by a Failure with the Main Turbine Control System"
ML20195A588,413-2020-002-01,05000413,2020-07-13,12301,"LER 2020-002-01 for Catawba Nuclear Station, Unit 1, Unacceptable Indication Identified During Reactor Pressure Vessel Head Nozzle Penetration Inspection"
ML20356A217,387-2020-003-00,05000387,2020-12-21,14852,"LER 2020-003-00 for Susquehanna Steam Electric Station, Condition Prohibited by Technical Specifications due to Inoperable Turbine Stop Valve and Turbine Control Valve Instrumentation"
ML20189A179,296-2020-002-00,05000296,2020-07-07,25810,"LER 2020-002-00 for Browns Ferry Nuclear Plant, Unit 3, Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML20177A143,250-2020-001-00,05000250,2020-06-24,16280,"LER 2020-001-00 for Turkey Point, Unit 3, Technical Specification Action Not Taken for Unrecognized Inoperable Reactor Protection System (RPS) and Engineered Safety Feature Actuation System (ESFAS) Instrument Channel Functional Units"
ML20188A010,272-2020-002-00,05000272,2020-07-06,10490,"LER 2020-002-00 for Salem Nuclear Generating Station, Unit 1, Salem Unit 1 and Unit 2 RHR availability for Emergency Core Cooling in Mode 4"
ML20269A248,220-2020-001-01,05000220,2020-09-15,17316,"LER 2020-001-01 for Nine Mile Point Nuclear Station, Unit 1, Control Room Air Treatment System Inoperable"
ML21026A253,387-2020-001-01,05000387,2021-01-26,11371,LER 2020-001-01 for Susquehanna Steam Electric Station Unit 1 re Automatic Reactor Scram Due to Main Turbine Trip Caused by an Electrical Ground Path in the B Main Transformer
ML20192A112,298-2020-001-00,05000298,2020-06-30,17269,"LER 2020-001-00 for Cooper Nuclear Station, Reactor Building Doors Opened Simultaneously Could Have Resulted in Loss of Safety Function"
ML20188A216,316-2020-002-00,05000316,2020-06-25,13302,"LER 2020-002-00 for Donald C. Cook Nuclear Plant, Unit 2, Plant Shutdown Required by Technical Specifications Due to Reactor Coolant System Leakage"
ML20178A322,412-2020-001-00,05000412,2020-06-15,12743,"LER 2020-001-00 for Beaver Valley Power Station, Unit 2, Unacceptable Indication Identified During Reactor Vessel Head Inspection"
ML20170A531,366-2020-002-00,05000366,2020-06-18,10311,"LER 2020-002-00 for Edwin I. Hatch Nuclear Plant, Unit 2, HPCI and RCIC Inoperable When Required by Technical Specification"
ML20234A417,336-2020-001-00,05000336,2020-08-11,15159,"LER 2020-001-00 for Millstone Power Station, Unit 2, Failure of Two Main Steam Safety Valves To Lift Within the Technical Specification Acceptance Criteria"
ML20170B056,395-2020-001-00,05000395,2020-06-18,16372,"LER 2020-001-00 for Virgil C. Summer Nuclear Station (CSNS), Unit 1, Condition Prohibited by Technical Specification 3.7.3"
ML20167A150,416-2020-001-00,05000416,2020-06-15,14031,"LER 2020-001-00 for Grand Gulf Nuclear Station, Unit 1, Residual Heat Removal System Inadvertent Actuation Due To Human Error"
ML20164A226,457-2020-001-00,05000457,2020-06-12,15345,"LER 2020-001-00 for Braidwood Station, Unit 2, Three Main Steam Safety Valves Failed Setpoint Testing"
ML20163A145,254-2020-001-00,05000254,2020-06-11,17822,"LER 2020-001-00 for Quad Cities, Unit 1, Control Room Emergency Ventilation Air Conditioning System Inoperable Due to Incorrect Breaker Setting"
ML20171A393,423-2020-003-00,05000423,2020-06-12,13586,"LER 2020-003-00 for Millstone Power Station, Unit 3, Reactor Trip due to Turbine Trip on Low Condenser Vacuum"
ML20161A404,287-2020-001-00,05000287,2020-06-09,13954,"LER 2020-001-00 for Oconee Nuclear Station, Unit 3, Manual Reactor Trip Due to Reaching Feedwater Heater Level Limit in Operating Procedure"
ML21251A585,333-2020-003-01,05000333,2021-09-08,13207,"LER 2020-003-01 for James A. FitzPatrick Nuclear Power Plant, High Pressure Coolant Injection Inoperable due to Oil Leak"
ML20164A134,339-2020-001-00,05000339,2020-06-03,12165,"LER 2020-001-00 for North Anna Power Station, Unit 2, Technical Specification Required Shutdown due to Reactor Coolant System Pressure Boundary Leakage"
ML21040A521,483-2020-002-01,05000483,2021-02-09,19520,"LER 2020-002-01 for Callaway Plant Unit 1, Reactor Trip and AFW Actuation Following Spurious MFRV Closure"
ML20149K547,423-2020-002-00,05000423,2020-05-28,14805,"LER 2020-002-00 for Millstone Power Station 3, Automatic Reactor Trip due to Main Generator Ground Fault"
ML20149K600,265-2020-002-00,05000265,2020-05-28,16649,"LER 2020-002-00 for Quad Cities Nuclear Power Station, Unit 2, Electromatic Relief Valve 3D Did Not Actuate Due to Out of Specification Plunger"
ML20147A243,272-2020-001-00,05000272,2020-05-26,8945,"LER 2020-001-00 for Salem station, Unit 1, Manual Reactor Trip and Auxiliary Feed Water System Actuation"
ML20157A121,346-2020-002-00,05000346,2020-05-26,15895,"LER 2020-002-00 for Davis-Besse Nuclear Power Station, Unit 1, Manual Reactor Trip on Trip of Reactor Coolant Pumps due to loss of 13.8 kV Bus Potential Transformer Fuse"
ML20322A021,325-2020-002-01,05000325,2020-11-17,15317,"LER 2020-002-01 for Brunswick Steam Electric Plant, Unit No. 1, Technical Specification Required Shutdown due to Unidentified Leakage"
ML20143A188,498-2020-001-00,05000498,2020-05-22,22832,"LER 2020-001-00 for South Texas Project, Units 1 & 2, Automatic Actuation of Emergency Diesel Generators due to Lockout of Switchyard Electrical Bus"
ML20181A414,400-2020-001-01,05000400,2020-06-29,15319,"LER 2020-001-01 for Shearon Harris Nuclear Power Plant, Unit 1, Automatic Reactor Trip During Turbine Control System Digital Electro-Hydraulic System Maintenance"
ML20141L763,325-2020-001-00,05000325,2020-05-20,12504,"LER 2020-001-00 for Brunswick Steam Electric Plant, Unit 1, Manual Reactor Scram During Startup due to all Bypass Valves Fully Opening"
ML20134J102,424-2020-001-00,05000424,2020-05-13,9988,"LER 2020-001-00 for Vogtle Electric Generating Plant, Unit 1, Safety-Related Electrical Bus Deenergizing Results in Emergency Diesel Generator Starting"
ML20140A093,265-2020-001-00,05000265,2020-05-19,17694,"LER 2020-001-00 for Quad Cities Nuclear Power Station, Unit 2, Loss of Both Divisions of Residual Heat Removal Low Pressure Coolant Injection Due to Swing Bus Failure to Transfer"
ML20128J906,382-2020-001-00,05000382,2020-05-07,19484,"LER 2020-001-00 for Waterford Steam Electric Station, Unit 3 (Waterford 3), Violation of Technical Specification 3.3.3.7.3.a (Broad Range Gas Detection) Due to Operators and Maintenance Technicians Not Performing Procedure Step as Intended"
ML20255A078,410-2020-002-01,05000410,2020-08-31,18043,"LER 2020-002-01 for Nine Mile Point Nuclear Station, Unit 2, Failure to Meet Technical Specification MSIV Stroke Times"
ML20107F741,440-2020-001-00,05000440,2020-04-09,13187,"LER 2020-001-00 for Perry Nuclear Power Plant, Combustible Gas Mixing Compressor was declared Inoperable due to Degraded Thermal Overloads resulting in Technical Specification Violation"
ML20114E190,341-2020-001-00,05000341,2020-04-22,14180,"LER 2020-001-00 for Fermi 2 Power Plant, Secondary Containment Inoperable Due to Both Airlock Doors Open"
ML20132A108,410-2020-001-00,05000410,2020-05-04,16854,"LER 2020-001-00 for Nine Mile Point Nuclear Station, Unit 2, Manual Scram due to an Electro Hydraulic Control Fluid Leak on the Turbine Control System"
ML20125A102,296-2020-001-00,05000296,2020-05-04,24950,"LER 2020-001-00 for Browns Ferry Nuclear Plant, Unit 3, Automatic Actuation of Emergency Diesel Generators Due to an Offsite Lightning Strike"
ML20255A153,529-2020-001-01,05000529,2020-09-10,20297,"LER 2020-001-01 for Palo Verde, Unit 2, Reactor Trip on Low Steam Generator Level Signal"
ML20115E369,277-2020-001-00,05000277,2020-04-24,17554,"LER 2020-001-00 for Peach Bottom Atomic Power Station, Unit 2, Emergency Diesel Generator Shutdown Due to Intercooler Low Pressure Results in Condition Prohibited by Technical Specifications"
ML20171A496,346-2020-001-01,05000346,2020-06-10,14345,"LER 2020-001-01 for Davis-Besse Nuclear Power Station, Unit 1, Three Main Steam Safety Valves Failed Inservice Test Program As-Found Lift Acceptance Criteria"
ML20113E977,389-2020-001-00,05000389,2020-04-22,13027,"LER 2020-001-00 for St. Lucie, Unit 2, Turbine Loss of Load Trip Found Outside Technical Specification Allowable Range Due to  Unspecified Legacy M&TE or Calibration Deficiencies"
ML20105B225,333-2020-002-00,05000333,2020-04-14,13269,"LER 2020-002-00 for James A. Fitzpatrick Nuclear Power Plant, Unanalyzed Condition Due to Unprotected Control Circuits Running Through Multiple Fire Areas"
ML20108E838,390-2020-001-00,05000390,2020-04-17,16933,"LER 2020-001-00 for Watts Bar Nuclear Plant, Unit 1, Manual Reactor Trip Due to Lowering Steam Generator Level Caused by a Hand Station Failure"
ML20122A056,338-2020-001-01,05000338,2020-04-21,13643,"LER 2020-001-01 For North Anna Power Station, Unit 1, Degraded Upper Cylinder Piston Pin Bushing Discovered during Maintenance Activities on Emergency Diesel Generator."
ML21040A515,483-2020-001-01,05000483,2021-02-09,24477,"LER 2020-001-01 for Callaway Plant Unit 1, Emergency Exhaust Inoperable Due To Fan Belt Degradation And Failure"
ML20310A258,388-2020-001-01,05000388,2020-11-05,14971,"LER 2020-001-01 for Susquehanna, Unit 2, Manual Scram Due to Rising Main Condenser Backpressure Caused by Failure of an Offgas Recombiner Inlet Valve"
ML20100K071,323-2020-001-00,05000323,2020-04-09,15457,"LER 2020-001-00 for Diablo Canyon Power Plant, Unit 2, Shutdown required by Technical Specifications"
ML20134H975,413-2020-001-01,05000413,2020-05-13,22012,"LER 2020-001-01 for Catawba Nuclear Station, Unit 1, Valid Actuation of the Unit 1 Reactor Protection System and Auxiliary Feedwater System"
ML20188A257,482-2020-001-01,05000482,2020-07-06,19945,"LER 2020-001-01 for Wolf Creek Station, Plant Shutdown Due to Inoperable Containment Purge Isolation Valves"
ML20091L895,333-2020-001-00,05000333,2020-03-31,12477,"LER 2020-001-00 for James A. FitzPatrick Nuclear Power Plant, Automatic Scram due to Main Turbine Trip on High RPV Water Level"
ML20083F591,327-2020-001-00,05000327,2020-03-20,21525,"LER 2020-001-00 for Sequoyah Nuclear Plant, Unit 1, Containment Vacuum Relief Lines Found Isolated"
ML20070H650,423-2020-001-00,05000423,2020-03-05,14124,"LER 2020-001-00 for Millstone, Unit 3, Technical Specification Allowed Outage Time Exceeded by Accident Monitoring Instrument"
ML20064D511,458-2020-001-00,05000458,2020-03-04,12757,"LER 2020-001-00 for River Bend Station, Unit 1, Loss of Control Building Chill Water due to Chiller Control Panel Installation Error"
ML20062F391,366-2020-001-00,05000366,2020-03-02,11732,"LER 2020-001-00 for Edwin I. Hatch Nuclear Plant, Unit 2, Primary Containment Penetration Exceeded Maximum Allowable Primary Containment Leakage Rate (La)"
ML20070H633,446-2020-001-00,05000446,2020-02-27,15169,"LER 2020-001-00 for Comanche Peak, Manual Reactor Trip Due To Trip Of Both Main Feedwater Pumps"
